run_id,experiment,author,date,source_commit,ns3_version,command,topology,aggregation,rts,configured_duration_s,measurement_interval,metric,value,units,capture_reference,notes
wifi-baseline,WiFi baseline,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3""","AP=(0,0,0) m; STA=(10,0,0) m; distance=10 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,31.9758,Mbit/s,,100 Mbps offered; HtMcs4; 5 GHz; 20 MHz; GI=800 ns default; TcpNewReno; payloadSize=1472 bytes; default RngSeed=1/RngRun=1; PCAP disabled; source unchanged from commit; SHA256=6a1f42017805d89489baee8af730b35402397ba574f830704d67f6794d426be0; measurements and source hash predate descriptive filename changes
wifi-distance-180m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=180""","AP=(0,0,0) m; STA=(180,0,0) m; distance=180 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.2722,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-185m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=185""","AP=(0,0,0) m; STA=(185,0,0) m; distance=185 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.2722,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-190m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=190""","AP=(0,0,0) m; STA=(190,0,0) m; distance=190 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.2722,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-195m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=195""","AP=(0,0,0) m; STA=(195,0,0) m; distance=195 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.2722,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-200m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=200""","AP=(0,0,0) m; STA=(200,0,0) m; distance=200 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.2722,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-205m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=205""","AP=(0,0,0) m; STA=(205,0,0) m; distance=205 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.2682,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-210m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=210""","AP=(0,0,0) m; STA=(210,0,0) m; distance=210 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.2682,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-215m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=215""","AP=(0,0,0) m; STA=(215,0,0) m; distance=215 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.2094,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-220m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=220""","AP=(0,0,0) m; STA=(220,0,0) m; distance=220 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.2094,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-225m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=225""","AP=(0,0,0) m; STA=(225,0,0) m; distance=225 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.2682,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-230m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=230""","AP=(0,0,0) m; STA=(230,0,0) m; distance=230 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.2682,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-235m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=235""","AP=(0,0,0) m; STA=(235,0,0) m; distance=235 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.2682,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-240m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=240""","AP=(0,0,0) m; STA=(240,0,0) m; distance=240 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.2722,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-245m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=245""","AP=(0,0,0) m; STA=(245,0,0) m; distance=245 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.2682,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-250m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=250""","AP=(0,0,0) m; STA=(250,0,0) m; distance=250 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.2682,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-255m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=255""","AP=(0,0,0) m; STA=(255,0,0) m; distance=255 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.2643,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-260m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=260""","AP=(0,0,0) m; STA=(260,0,0) m; distance=260 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.4959,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-265m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=265""","AP=(0,0,0) m; STA=(265,0,0) m; distance=265 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.3428,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-270m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=270""","AP=(0,0,0) m; STA=(270,0,0) m; distance=270 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.3821,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-275m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=275""","AP=(0,0,0) m; STA=(275,0,0) m; distance=275 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.6726,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-280m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=280""","AP=(0,0,0) m; STA=(280,0,0) m; distance=280 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,31.3477,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-285m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=285""","AP=(0,0,0) m; STA=(285,0,0) m; distance=285 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,31.23,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-290m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=290""","AP=(0,0,0) m; STA=(290,0,0) m; distance=290 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.0877,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-295m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=295""","AP=(0,0,0) m; STA=(295,0,0) m; distance=295 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.3428,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-300m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=300""","AP=(0,0,0) m; STA=(300,0,0) m; distance=300 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,30.4606,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-305m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=305""","AP=(0,0,0) m; STA=(305,0,0) m; distance=305 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,29.5421,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-310m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=310""","AP=(0,0,0) m; STA=(310,0,0) m; distance=310 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,28.2938,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-315m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=315""","AP=(0,0,0) m; STA=(315,0,0) m; distance=315 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,27.3792,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-320m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=320""","AP=(0,0,0) m; STA=(320,0,0) m; distance=320 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,25.6324,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-325m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=325""","AP=(0,0,0) m; STA=(325,0,0) m; distance=325 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,24.0152,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-330m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=330""","AP=(0,0,0) m; STA=(330,0,0) m; distance=330 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,21.6325,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-335m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=335""","AP=(0,0,0) m; STA=(335,0,0) m; distance=335 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,19.3166,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-340m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=340""","AP=(0,0,0) m; STA=(340,0,0) m; distance=340 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,15.6974,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-345m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=345""","AP=(0,0,0) m; STA=(345,0,0) m; distance=345 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,12.6788,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-350m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=350""","AP=(0,0,0) m; STA=(350,0,0) m; distance=350 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,9.71913,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
wifi-distance-355m,WiFi distance sweep,Codex-assisted run,2026-09-20,ee37baa27054d1f7bc0d03c907835170d6afad71,3.47,"./ns3 run ""wifi-throughput --phyRate=HtMcs4 --simulationTime=3 --distance=355""","AP=(0,0,0) m; STA=(355,0,0) m; distance=355 m",large A-MPDU enabled (starter default),disabled,3,traffic starts 1 s; stop 4 s; sink total bytes / 3 s,final application receive throughput at AP,6.35904,Mbit/s,,Uncommitted source change: added --distance; SHA256=81c96f346e37c41a228c09da4e6b2b863652634facd7b90698b8137806b9294c; HtMcs4; 100 Mbps offered; 5 GHz; 20 MHz; GI=800 ns; TcpNewReno; payloadSize=1472; default RngSeed=1/RngRun=1; PCAP disabled; measurements and source hash predate descriptive filename changes
